Sex,Age,Height,Weight,NOC,Games,Sport,Medal
F,27.0,168.0,63.0,NZL,2016 Summer,Canoeing,Bronze
M,25.0,184.0,89.0,AUS,2012 Summer,Hockey,Bronze
M,17.0,188.0,80.0,AUS,1960 Summer,Swimming,Silver
M,25.0,173.0,59.0,IRL,1992 Summer,Boxing,Gold
F,22.0,152.0,44.0,USA,1984 Winter,Figure Skating,Silver
M,24.0,180.0,70.0,USA,1984 Winter,Figure Skating,Silver
M,26.0,176.0,75.0,AUS,1996 Summer,Hockey,Bronze
M,24.0,172.0,74.0,ITA,2002 Winter,Short Track Speed Skating,Silver
M,33.0,183.0,75.0,NZL,2004 Summer,Triathlon,Gold
M,29.0,190.0,90.0,CAN,2014 Winter,Ice Hockey,Gold
F,30.0,176.0,136.0,USA,2016 Summer,Athletics,Gold
M,23.0,189.0,127.0,USA,1984 Summer,Athletics,Silver
M,26.0,178.0,70.0,JAM,2012 Summer,Athletics,Gold
M,23.0,195.0,102.0,USA,2000 Summer,Basketball,Gold
M,21.0,182.0,71.0,USA,1904 Summer,Athletics,Silver
M,21.0,182.0,71.0,USA,1904 Summer,Athletics,Silver
M,25.0,182.0,71.0,USA,1908 Summer,Athletics,Bronze
M,25.0,182.0,71.0,USA,1908 Summer,Athletics,Gold
M,22.0,178.0,83.0,GER,1996 Summer,Weightlifting,Bronze
M,23.0,196.0,93.0,USA,1968 Summer,Athletics,Silver
F,23.0,190.0,77.0,CUB,1992 Summer,Volleyball,Gold
F,27.0,190.0,77.0,CUB,1996 Summer,Volleyball,Gold
F,23.0,167.0,54.0,CAN,2000 Summer,Synchronized Swimming,Bronze
M,26.0,188.0,84.0,USA,2000 Summer,Swimming,Silver
F,21.0,165.0,57.0,ITA,1980 Summer,Equestrianism,Silver
M,26.0,186.0,75.0,ESP,1988 Summer,Tennis,Silver
M,21.0,154.0,54.0,CUB,1992 Summer,Boxing,Gold
M,22.0,188.0,79.0,CUB,1976 Summer,Athletics,Silver
M,26.0,188.0,79.0,CUB,1980 Summer,Athletics,Silver
F,26.0,167.0,64.0,GER,2004 Summer,Hockey,Gold
M,21.0,185.0,72.0,ITA,1992 Summer,Cycling,Gold
M,23.0,181.0,76.0,ITA,1996 Summer,Fencing,Bronze
M,23.0,185.0,84.0,USA,1928 Summer,Athletics,Silver
F,24.0,185.0,74.0,USA,2004 Summer,Basketball,Gold
F,32.0,185.0,74.0,USA,2012 Summer,Basketball,Gold
F,22.0,165.0,61.0,USA,1994 Winter,Short Track Speed Skating,Bronze
F,18.0,160.0,58.0,TCH,1960 Summer,Gymnastics,Silver
F,22.0,160.0,58.0,TCH,1964 Summer,Gymnastics,Gold
F,22.0,160.0,58.0,TCH,1964 Summer,Gymnastics,Silver
F,22.0,160.0,58.0,TCH,1964 Summer,Gymnastics,Gold
F,22.0,160.0,58.0,TCH,1964 Summer,Gymnastics,Gold
F,26.0,160.0,58.0,TCH,1968 Summer,Gymnastics,Gold
F,26.0,160.0,58.0,TCH,1968 Summer,Gymnastics,Silver
F,26.0,160.0,58.0,TCH,1968 Summer,Gymnastics,Gold
F,26.0,160.0,58.0,TCH,1968 Summer,Gymnastics,Gold
F,26.0,160.0,58.0,TCH,1968 Summer,Gymnastics,Gold
F,26.0,160.0,58.0,TCH,1968 Summer,Gymnastics,Silver
F,21.0,172.0,65.0,AUS,2016 Summer,Rugby Sevens,Gold
M,20.0,193.0,93.0,ITA,2004 Summer,Fencing,Bronze
M,20.0,193.0,93.0,ITA,2004 Summer,Fencing,Gold
M,28.0,193.0,93.0,ITA,2012 Summer,Fencing,Gold
M,31.0,183.0,88.0,FRA,1924 Summer,Rugby,Silver
M,27.0,185.0,75.0,USA,1964 Summer,Athletics,Gold
M,26.0,180.0,73.0,ITA,2004 Summer,Gymnastics,Gold
M,23.0,175.0,65.0,ITA,1976 Summer,Water Polo,Silver
M,30.0,188.0,86.0,ITA,2016 Summer,Rowing,Bronze
M,25.0,178.0,68.0,ESP,2004 Summer,Cycling,Bronze
M,27.0,195.0,83.0,ARG,1988 Summer,Volleyball,Bronze
F,23.0,152.0,48.0,USA,2014 Winter,Figure Skating,Bronze
F,22.0,174.0,78.0,CUB,2008 Summer,Judo,Silver
F,26.0,180.0,72.0,AUS,2000 Summer,Water Polo,Gold
F,28.0,170.0,60.0,USA,2016 Summer,Athletics,Bronze
M,39.0,160.0,58.0,CUB,1980 Summer,Shooting,Bronze
M,24.0,173.0,100.0,CUB,2000 Summer,Baseball,Silver
M,20.0,170.0,57.0,VEN,1984 Summer,Boxing,Bronze
F,25.0,185.0,77.0,USA,2004 Summer,Basketball,Gold
F,29.0,185.0,77.0,USA,2008 Summer,Basketball,Gold
F,33.0,185.0,77.0,USA,2012 Summer,Basketball,Gold
F,37.0,185.0,77.0,USA,2016 Summer,Basketball,Gold
F,20.0,178.0,58.0,CAN,1928 Summer,Athletics,Gold
F,20.0,168.0,63.0,USA,2016 Summer,Cycling,Silver
M,25.0,187.0,85.0,SWE,1992 Summer,Handball,Silver
M,27.0,178.0,75.0,HAI,1928 Summer,Athletics,Silver
M,26.0,182.0,75.0,GBR,1984 Summer,Hockey,Bronze
F,21.0,175.0,60.0,USA,1984 Summer,Swimming,Gold
F,21.0,175.0,60.0,USA,1984 Summer,Swimming,Gold
F,21.0,175.0,60.0,USA,1984 Summer,Swimming,Gold
M,20.0,175.0,60.0,USA,1996 Summer,Boxing,Bronze
M,25.0,175.0,70.0,ITA,1988 Summer,Fencing,Bronze
F,22.0,163.0,58.0,ARG,2012 Summer,Hockey,Silver
M,22.0,184.0,81.0,ARG,1996 Summer,Football,Silver
M,36.0,182.0,80.0,ITA,1968 Summer,Sailing,Bronze
M,22.0,193.0,88.0,USA,1984 Summer,Swimming,Gold
M,25.0,203.0,101.0,CRO,1996 Summer,Handball,Gold
M,31.0,175.0,70.0,GBR,2016 Summer,Cycling,Silver
M,24.0,198.0,87.0,SRB,2008 Summer,Swimming,Silver
M,24.0,183.0,75.0,USA,1964 Summer,Athletics,Gold
F,20.0,168.0,56.0,GBR,1952 Summer,Athletics,Bronze
F,27.0,178.0,72.0,SRB,2016 Summer,Basketball,Bronze
M,30.0,188.0,94.0,ROU,1972 Summer,Rowing,Bronze
F,26.0,168.0,60.0,ITA,2002 Winter,Alpine Skiing,Gold
M,30.0,198.0,91.0,RSA,2004 Summer,Rowing,Bronze
F,15.0,172.0,66.0,SWE,1960 Summer,Swimming,Silver
M,21.0,165.0,55.0,USA,2008 Summer,Wrestling,Gold
M,28.0,197.0,95.0,YUG,1980 Summer,Rowing,Bronze
M,19.0,173.0,63.0,USA,2010 Winter,Short Track Speed Skating,Bronze
M,19.0,173.0,63.0,USA,2010 Winter,Short Track Speed Skating,Bronze
M,23.0,173.0,63.0,USA,2014 Winter,Short Track Speed Skating,Silver
M,26.0,176.0,65.0,USA,2016 Summer,Athletics,Gold
M,24.0,177.0,94.0,CUB,2004 Summer,Baseball,Gold
M,28.0,177.0,94.0,CUB,2008 Summer,Baseball,Silver
F,27.0,168.0,54.0,SLO,2004 Summer,Athletics,Bronze
M,29.0,185.0,92.0,URS,1968 Summer,Boxing,Silver
M,24.0,172.0,73.0,YUG,1964 Summer,Gymnastics,Bronze
M,24.0,172.0,73.0,YUG,1964 Summer,Gymnastics,Gold
M,28.0,172.0,73.0,YUG,1968 Summer,Gymnastics,Gold
M,28.0,176.0,70.0,FRA,1984 Summer,Fencing,Bronze
M,29.0,178.0,72.0,ITA,2004 Summer,Swimming,Bronze
M,20.0,191.0,87.0,ITA,1984 Summer,Fencing,Bronze
M,20.0,191.0,87.0,ITA,1984 Summer,Fencing,Gold
M,24.0,191.0,87.0,ITA,1988 Summer,Fencing,Gold
M,24.0,190.0,92.0,YUG,1968 Summer,Basketball,Silver
M,21.0,190.0,79.0,TCH,1964 Summer,Rowing,Bronze
F,35.0,168.0,59.0,TCH,1980 Summer,Hockey,Silver
M,23.0,161.0,57.0,ROU,1960 Summer,Wrestling,Silver
M,27.0,161.0,57.0,ROU,1964 Summer,Wrestling,Bronze
M,25.0,192.0,80.0,ITA,2004 Summer,Volleyball,Silver
M,30.0,175.0,84.0,TCH,1984 Winter,Ice Hockey,Silver
M,29.0,186.0,90.0,CRO,2012 Summer,Shooting,Gold
M,24.0,176.0,78.0,TCH,1964 Winter,Ice Hockey,Bronze
M,28.0,176.0,78.0,TCH,1968 Winter,Ice Hockey,Silver
M,32.0,176.0,78.0,TCH,1972 Winter,Ice Hockey,Bronze
M,23.0,173.0,74.0,TCH,1980 Summer,Cycling,Bronze
F,24.0,173.0,70.0,PER,1988 Summer,Volleyball,Silver
F,26.0,172.0,70.0,URS,1976 Summer,Handball,Gold
F,30.0,172.0,70.0,URS,1980 Summer,Handball,Gold
M,22.0,178.0,75.0,CUB,2000 Summer,Athletics,Bronze
M,32.0,183.0,83.0,URS,1972 Summer,Canoeing,Gold
M,23.0,183.0,73.0,USA,1988 Summer,Swimming,Gold
M,22.0,186.0,91.0,GEO,2000 Summer,Boxing,Bronze
M,29.0,172.0,65.0,KOR,1988 Summer,Shooting,Silver
M,30.0,168.0,60.0,GEO,2000 Summer,Wrestling,Bronze
M,21.0,162.0,57.0,ARG,1996 Summer,Boxing,Bronze
M,18.0,168.0,67.0,FRA,1932 Summer,Cycling,Silver
M,18.0,168.0,67.0,FRA,1932 Summer,Cycling,Gold
M,22.0,168.0,67.0,FRA,1936 Summer,Cycling,Bronze
M,25.0,183.0,91.0,RUS,2008 Summer,Boxing,Gold
M,23.0,174.0,85.0,RUS,2016 Summer,Wrestling,Gold
F,28.0,170.0,56.0,CAN,1992 Summer,Athletics,Bronze
M,18.0,193.0,90.0,AUS,2016 Summer,Swimming,Gold
M,18.0,193.0,90.0,AUS,2016 Summer,Swimming,Bronze
M,18.0,193.0,90.0,AUS,2016 Summer,Swimming,Bronze
M,22.0,178.0,82.0,TCH,1976 Winter,Ice Hockey,Silver
M,30.0,178.0,82.0,TCH,1984 Winter,Ice Hockey,Silver
M,24.0,194.0,100.0,TCH,1992 Summer,Rowing,Silver
F,24.0,163.0,61.0,USA,2008 Summer,Football,Gold
F,28.0,169.0,55.0,NZL,1964 Summer,Athletics,Bronze
M,21.0,183.0,73.0,CAN,1996 Summer,Athletics,Gold
M,22.0,186.0,72.0,GBR,2012 Summer,Rowing,Silver
M,27.0,183.0,74.0,GBR,2012 Summer,Rowing,Silver
M,24.0,172.0,65.0,ITA,2016 Summer,Wrestling,Bronze
M,26.0,193.0,80.0,USA,2016 Summer,Fencing,Bronze
M,33.0,176.0,71.0,SUI,1952 Summer,Equestrianism,Silver
M,37.0,176.0,71.0,SUI,1956 Summer,Equestrianism,Bronze
M,46.0,176.0,71.0,SUI,1964 Summer,Equestrianism,Gold
M,46.0,176.0,71.0,SUI,1964 Summer,Equestrianism,Silver
M,50.0,176.0,71.0,SUI,1968 Summer,Equestrianism,Bronze
M,27.0,185.0,74.0,ARG,1996 Summer,Football,Silver
F,21.0,167.0,55.0,CAN,2000 Summer,Synchronized Swimming,Bronze
M,23.0,168.0,67.0,CAN,2014 Winter,Figure Skating,Silver
M,23.0,168.0,67.0,CAN,2014 Winter,Figure Skating,Silver
M,28.0,175.0,68.0,MAS,2016 Summer,Badminton,Silver
M,21.0,190.0,83.0,USA,1932 Summer,Rowing,Gold
F,17.0,168.0,52.0,USA,1976 Summer,Diving,Gold
F,22.0,165.0,63.0,AUS,1996 Summer,Basketball,Bronze
M,29.0,216.0,107.0,USA,2012 Summer,Basketball,Gold
M,25.0,170.0,90.0,TPE,1992 Summer,Baseball,Silver
F,29.0,158.0,50.0,KOR,2016 Summer,Archery,Gold
F,29.0,158.0,50.0,KOR,2016 Summer,Archery,Gold
F,25.0,170.0,56.0,CHN,2012 Summer,Synchronized Swimming,Silver
M,24.0,182.0,85.0,TPE,1992 Summer,Baseball,Silver
M,27.0,174.0,68.0,TPE,1992 Summer,Baseball,Silver
M,24.0,178.0,74.0,CHN,2008 Summer,Wrestling,Silver
F,16.0,178.0,69.0,CHN,1996 Summer,Swimming,Silver
M,23.0,175.0,72.0,FRA,2000 Summer,Rowing,Bronze
M,24.0,186.0,80.0,URS,1976 Summer,Cycling,Gold
F,27.0,160.0,56.0,CAN,2016 Summer,Football,Bronze
F,29.0,169.0,59.0,CAN,2012 Summer,Football,Bronze
M,32.0,190.0,92.0,AUS,2012 Summer,Rowing,Silver
F,21.0,177.0,75.0,AUS,1984 Summer,Rowing,Bronze
M,28.0,178.0,70.0,USA,1960 Summer,Equestrianism,Silver
M,40.0,178.0,70.0,USA,1972 Summer,Equestrianism,Silver
M,27.0,195.0,97.0,CUB,1972 Summer,Basketball,Bronze
M,24.0,172.0,83.0,FRA,2014 Winter,Freestyle Skiing,Gold
M,23.0,176.0,69.0,FRA,1964 Summer,Canoeing,Silver
M,27.0,173.0,63.0,FRA,2008 Summer,Sailing,Bronze
M,25.0,195.0,90.0,FRA,2008 Summer,Rowing,Bronze
M,29.0,195.0,90.0,FRA,2012 Summer,Rowing,Silver
F,27.0,170.0,60.0,FRA,1984 Summer,Athletics,Bronze
F,23.0,163.0,63.0,CAN,1994 Winter,Short Track Speed Skating,Silver
F,27.0,163.0,63.0,CAN,1998 Winter,Short Track Speed Skating,Bronze
F,31.0,163.0,63.0,CAN,2002 Winter,Short Track Speed Skating,Bronze
F,23.0,190.0,64.0,USA,1992 Summer,Basketball,Bronze
M,52.0,175.0,78.0,GBR,2012 Summer,Equestrianism,Gold
F,23.0,193.0,88.0,USA,2012 Summer,Basketball,Gold
F,27.0,193.0,88.0,USA,2016 Summer,Basketball,Gold
M,25.0,176.0,87.0,CUB,2004 Summer,Baseball,Gold
M,24.0,173.0,71.0,AUS,1976 Summer,Hockey,Silver
M,28.0,181.0,81.0,BEL,2016 Summer,Hockey,Silver
M,22.0,183.0,81.0,USA,1956 Summer,Rowing,Gold
F,23.0,165.0,62.0,CAN,2002 Winter,Ice Hockey,Gold
F,21.0,172.0,68.0,TCH,1984 Winter,Alpine Skiing,Bronze
F,30.0,168.0,65.0,ZIM,1980 Summer,Hockey,Gold
F,22.0,165.0,46.0,RUS,2004 Summer,Rhythmic Gymnastics,Silver
F,27.0,171.0,58.0,USA,1996 Summer,Football,Gold
F,32.0,171.0,58.0,USA,2000 Summer,Football,Silver
F,36.0,171.0,58.0,USA,2004 Summer,Football,Gold
M,26.0,175.0,68.0,PAK,1976 Summer,Hockey,Bronze
F,30.0,172.0,64.0,FRA,2008 Summer,Cycling,Gold
M,25.0,184.0,79.0,ESP,1980 Summer,Hockey,Silver
M,18.0,181.0,66.0,URS,1980 Summer,Swimming,Silver
M,28.0,180.0,73.0,MAS,1996 Summer,Badminton,Silver
M,22.0,185.0,93.0,UKR,2008 Summer,Canoeing,Bronze
M,26.0,185.0,93.0,UKR,2012 Summer,Canoeing,Gold
M,30.0,185.0,93.0,UKR,2016 Summer,Canoeing,Gold
M,24.0,173.0,82.0,URS,1976 Summer,Wrestling,Silver
M,21.0,171.0,63.0,ITA,1964 Summer,Equestrianism,Gold
M,21.0,171.0,63.0,ITA,1964 Summer,Equestrianism,Gold
M,26.0,165.0,60.0,ITA,1996 Summer,Gymnastics,Gold
M,34.0,165.0,60.0,ITA,2004 Summer,Gymnastics,Bronze
M,22.0,185.0,79.0,USA,2002 Winter,Speed Skating,Bronze
M,26.0,185.0,79.0,USA,2006 Winter,Speed Skating,Gold
M,26.0,185.0,79.0,USA,2006 Winter,Speed Skating,Silver
F,25.0,165.0,58.0,USA,1984 Summer,Athletics,Silver
F,25.0,165.0,58.0,USA,1984 Summer,Athletics,Gold
F,25.0,165.0,58.0,USA,1984 Summer,Athletics,Gold
F,32.0,157.0,58.0,USA,1984 Summer,Hockey,Bronze
F,23.0,171.0,63.0,GBR,1952 Summer,Athletics,Bronze
M,26.0,177.0,68.0,FRA,1948 Summer,Athletics,Silver
F,21.0,181.0,81.0,ROU,1984 Summer,Rowing,Silver
F,25.0,181.0,81.0,ROU,1988 Summer,Rowing,Bronze
F,25.0,181.0,81.0,ROU,1988 Summer,Rowing,Silver
F,29.0,181.0,81.0,ROU,1992 Summer,Rowing,Silver
M,24.0,180.0,79.0,URS,1980 Summer,Football,Bronze
M,25.0,175.0,57.0,USA,2016 Summer,Athletics,Silver
M,19.0,163.0,54.0,KEN,1992 Summer,Athletics,Silver
M,40.0,185.0,86.0,USA,2002 Winter,Ice Hockey,Silver
M,25.0,188.0,89.0,URU,1956 Summer,Basketball,Bronze
M,23.0,174.0,74.0,ITA,1968 Summer,Cycling,Bronze
M,24.0,183.0,170.0,RUS,1996 Summer,Weightlifting,Gold
M,28.0,183.0,170.0,RUS,2000 Summer,Weightlifting,Bronze
M,20.0,168.0,60.0,CHN,2016 Summer,Diving,Gold
M,20.0,168.0,60.0,CHN,2016 Summer,Diving,Gold
M,30.0,173.0,77.0,TPE,1992 Summer,Baseball,Silver
M,18.0,176.0,66.0,CHN,2014 Winter,Short Track Speed Skating,Bronze
M,19.0,175.0,62.0,CHN,2012 Summer,Athletics,Gold
F,26.0,172.0,70.0,CHN,1996 Summer,Softball,Silver
M,22.0,181.0,73.0,CHN,2008 Summer,Badminton,Bronze
F,19.0,170.0,60.0,CHN,1988 Summer,Table Tennis,Gold
F,19.0,170.0,60.0,CHN,1988 Summer,Table Tennis,Silver
F,27.0,170.0,60.0,TPE,1996 Summer,Table Tennis,Silver
F,31.0,170.0,60.0,TPE,2000 Summer,Table Tennis,Bronze
F,28.0,182.0,75.0,CHN,2004 Summer,Volleyball,Gold
F,23.0,168.0,59.0,TPE,2004 Summer,Archery,Bronze
F,21.0,169.0,58.0,CHN,2008 Summer,Archery,Silver
M,23.0,188.0,81.0,CHN,2012 Summer,Badminton,Bronze
M,27.0,188.0,81.0,CHN,2016 Summer,Badminton,Gold
M,23.0,167.0,55.0,CHN,1988 Summer,Table Tennis,Gold
F,17.0,162.0,52.0,CHN,1994 Winter,Figure Skating,Bronze
F,21.0,162.0,52.0,CHN,1998 Winter,Figure Skating,Bronze
F,27.0,172.0,63.0,CHN,2016 Summer,Sailing,Silver
M,20.0,174.0,67.0,CHN,2004 Summer,Table Tennis,Gold
F,28.0,164.0,52.0,CHN,2008 Summer,Hockey,Silver
F,15.0,160.0,47.0,CHN,2008 Summer,Diving,Gold
F,15.0,160.0,47.0,CHN,2008 Summer,Diving,Gold
F,19.0,160.0,47.0,CHN,2012 Summer,Diving,Gold
F,19.0,160.0,47.0,CHN,2012 Summer,Diving,Gold
F,23.0,160.0,47.0,CHN,2016 Summer,Diving,Gold
F,25.0,166.0,46.0,TPE,2004 Summer,Taekwondo,Gold
M,23.0,170.0,70.0,TPE,2004 Summer,Archery,Silver
M,26.0,178.0,80.0,TPE,1992 Summer,Baseball,Silver
F,26.0,149.0,47.0,TPE,2008 Summer,Weightlifting,Bronze
M,26.0,156.0,60.0,CHN,1984 Summer,Weightlifting,Gold
F,19.0,167.0,104.0,CHN,2012 Summer,Synchronized Swimming,Silver
F,23.0,158.0,63.0,CHN,2000 Summer,Weightlifting,Gold
F,25.0,152.0,49.0,CHN,2008 Summer,Weightlifting,Gold
F,17.0,168.0,59.0,CHN,1996 Summer,Swimming,Bronze
F,25.0,158.0,58.0,CHN,2004 Summer,Weightlifting,Gold
F,29.0,158.0,58.0,CHN,2008 Summer,Weightlifting,Gold
M,23.0,160.0,58.0,CHN,2008 Summer,Gymnastics,Gold
M,23.0,160.0,58.0,CHN,2008 Summer,Gymnastics,Gold
M,27.0,160.0,58.0,CHN,2012 Summer,Gymnastics,Gold
M,27.0,160.0,58.0,CHN,2012 Summer,Gymnastics,Silver
F,30.0,164.0,67.0,CHN,2008 Summer,Shooting,Gold
F,34.0,164.0,67.0,CHN,2012 Summer,Shooting,Silver
F,21.0,158.0,44.0,CHN,1984 Summer,Gymnastics,Bronze
F,21.0,205.0,104.0,CHN,1984 Summer,Basketball,Bronze
F,24.0,159.0,50.0,CHN,1992 Summer,Athletics,Gold
F,26.0,165.0,55.0,CHN,1996 Summer,Football,Silver
F,33.0,170.0,60.0,CHN,2008 Summer,Hockey,Silver
F,20.0,172.0,67.0,CHN,1984 Summer,Handball,Bronze
F,17.0,183.0,73.0,CHN,2000 Summer,Taekwondo,Gold
F,21.0,183.0,73.0,CHN,2004 Summer,Taekwondo,Gold
F,24.0,166.0,58.0,CHN,1992 Summer,Table Tennis,Silver
M,32.0,177.0,78.0,FRA,2006 Winter,Alpine Skiing,Silver
F,28.0,175.0,54.0,URS,1964 Summer,Athletics,Bronze
M,19.0,175.0,63.0,AUS,1988 Summer,Boxing,Silver
F,20.0,173.0,70.0,USA,2008 Summer,Football,Gold
F,24.0,173.0,70.0,USA,2012 Summer,Football,Gold
F,20.0,152.0,43.0,CHN,2008 Summer,Gymnastics,Gold
F,20.0,152.0,43.0,CHN,2008 Summer,Gymnastics,Bronze
F,20.0,152.0,43.0,CHN,2008 Summer,Gymnastics,Bronze
F,35.0,161.0,55.0,CHN,2008 Summer,Hockey,Silver
F,26.0,165.0,65.0,CHN,2012 Summer,Archery,Silver
M,25.0,185.0,90.0,CHN,2016 Summer,Judo,Bronze
M,22.0,170.0,67.0,THA,1992 Summer,Boxing,Bronze
F,26.0,150.0,48.0,MAS,2016 Summer,Diving,Silver
F,21.0,164.0,54.0,RUS,1998 Winter,Cross Country Skiing,Gold
F,25.0,164.0,54.0,RUS,2002 Winter,Cross Country Skiing,Gold
F,25.0,164.0,54.0,RUS,2002 Winter,Cross Country Skiing,Silver
F,25.0,164.0,54.0,RUS,2002 Winter,Cross Country Skiing,Bronze
F,29.0,164.0,54.0,RUS,2006 Winter,Cross Country Skiing,Silver
F,29.0,164.0,54.0,RUS,2006 Winter,Cross Country Skiing,Gold
F,29.0,160.0,52.0,KEN,2000 Summer,Athletics,Bronze
M,21.0,182.0,75.0,URS,1988 Winter,Biathlon,Bronze
M,21.0,182.0,75.0,URS,1988 Winter,Biathlon,Gold
M,25.0,182.0,75.0,EUN,1992 Winter,Biathlon,Silver
M,27.0,182.0,75.0,RUS,1994 Winter,Biathlon,Gold
M,27.0,182.0,75.0,RUS,1994 Winter,Biathlon,Silver
M,39.0,182.0,75.0,RUS,2006 Winter,Biathlon,Silver
M,22.0,203.0,101.0,URS,1988 Summer,Volleyball,Silver
M,28.0,176.0,72.0,URS,1988 Summer,Football,Gold
F,33.0,153.0,47.0,URS,1980 Summer,Rowing,Bronze
F,33.0,153.0,47.0,URS,1980 Summer,Rowing,Silver
M,31.0,183.0,75.0,RUS,2016 Summer,Fencing,Gold
M,21.0,176.0,70.0,URS,1980 Summer,Football,Bronze
M,22.0,180.0,70.0,URS,1956 Summer,Fencing,Bronze
F,34.0,170.0,65.0,UKR,2004 Summer,Canoeing,Bronze
M,25.0,173.0,73.0,RUS,2006 Winter,Biathlon,Silver
M,29.0,173.0,73.0,RUS,2010 Winter,Biathlon,Bronze
F,24.0,171.0,53.0,BLR,2012 Summer,Rhythmic Gymnastics,Bronze
M,22.0,180.0,73.0,EUN,1992 Summer,Tennis,Bronze
M,26.0,178.0,65.0,URS,1956 Summer,Shooting,Silver
F,30.0,168.0,64.0,URS,1988 Summer,Shooting,Bronze
M,20.0,192.0,95.0,RUS,1996 Summer,Rowing,Bronze
F,22.0,174.0,66.0,RUS,2008 Summer,Athletics,Gold
M,20.0,186.0,74.0,URS,1980 Summer,Athletics,Gold
M,24.0,175.0,67.0,UKR,2000 Summer,Cycling,Silver
M,23.0,182.0,75.0,URS,1960 Summer,Fencing,Bronze
M,27.0,175.0,75.0,RUS,2014 Winter,Cross Country Skiing,Bronze
F,25.0,165.0,56.0,URS,1980 Summer,Athletics,Gold
F,20.0,189.0,63.0,RUS,2008 Summer,Athletics,Bronze
F,24.0,189.0,63.0,RUS,2012 Summer,Athletics,Bronze
M,27.0,179.0,79.0,URS,1960 Summer,Fencing,Bronze
M,22.0,183.0,82.0,URS,1988 Winter,Ice Hockey,Gold
M,25.0,193.0,93.0,URS,1976 Summer,Volleyball,Silver
M,29.0,193.0,93.0,URS,1980 Summer,Volleyball,Gold
M,29.0,202.0,100.0,URS,1976 Summer,Handball,Gold
M,33.0,202.0,100.0,URS,1980 Summer,Handball,Silver
F,23.0,172.0,68.0,URS,1976 Summer,Volleyball,Silver
F,27.0,172.0,68.0,URS,1980 Summer,Volleyball,Gold
F,25.0,151.0,42.0,URS,1976 Summer,Rowing,Silver
M,21.0,170.0,71.0,ARG,1928 Summer,Football,Silver
F,23.0,168.0,70.0,AUS,2016 Summer,Rugby Sevens,Gold
F,28.0,153.0,40.0,KEN,2012 Summer,Athletics,Silver
F,28.0,153.0,40.0,KEN,2012 Summer,Athletics,Bronze
F,32.0,153.0,40.0,KEN,2016 Summer,Athletics,Gold
F,32.0,153.0,40.0,KEN,2016 Summer,Athletics,Silver
M,24.0,184.0,100.0,BUL,1980 Summer,Wrestling,Silver
F,25.0,164.0,60.0,UZB,1994 Winter,Freestyle Skiing,Gold
M,27.0,170.0,65.0,NZL,1976 Summer,Hockey,Gold
M,31.0,189.0,88.0,URS,1964 Summer,Volleyball,Gold
F,23.0,169.0,66.0,USA,2010 Winter,Ice Hockey,Silver
M,29.0,151.0,56.0,URS,1972 Summer,Weightlifting,Bronze
M,24.0,165.0,68.0,IND,1980 Summer,Hockey,Gold
M,26.0,177.0,67.0,URS,1972 Winter,Figure Skating,Silver
M,32.0,160.0,55.0,NED,2004 Summer,Rowing,Silver
F,24.0,172.0,62.0,TPE,1968 Summer,Athletics,Bronze
F,17.0,172.0,57.0,TPE,2000 Summer,Taekwondo,Bronze
M,39.0,177.0,74.0,USA,2004 Summer,Equestrianism,Bronze
M,29.0,210.0,118.0,ITA,2004 Summer,Basketball,Silver
M,31.0,174.0,77.0,TPE,1992 Summer,Baseball,Silver
F,30.0,168.0,60.0,ITA,1996 Summer,Cycling,Silver
M,21.0,185.0,85.0,BRA,1984 Summer,Football,Silver
M,22.0,184.0,70.0,ITA,1960 Summer,Fencing,Bronze
M,26.0,184.0,70.0,ITA,1964 Summer,Fencing,Silver
M,30.0,184.0,70.0,ITA,1968 Summer,Fencing,Silver
F,26.0,180.0,57.0,RUS,2008 Summer,Athletics,Bronze
F,30.0,180.0,57.0,RUS,2012 Summer,Athletics,Gold
F,33.0,168.0,57.0,ZIM,1980 Summer,Hockey,Gold
M,23.0,180.0,73.0,ROU,1984 Summer,Fencing,Bronze
M,26.0,170.0,65.0,JPN,2012 Summer,Fencing,Silver
M,19.0,186.0,76.0,ITA,2004 Summer,Football,Bronze
F,24.0,182.0,63.0,ITA,1996 Summer,Fencing,Silver
M,26.0,192.0,83.0,ROU,1980 Summer,Volleyball,Bronze
F,21.0,162.0,46.0,RUS,2016 Summer,Synchronized Swimming,Gold
M,29.0,187.0,126.0,RUS,2008 Summer,Weightlifting,Silver
M,23.0,184.0,104.0,URS,1964 Summer,Judo,Bronze
M,21.0,189.0,89.0,URS,1960 Summer,Water Polo,Silver
M,29.0,189.0,89.0,URS,1968 Summer,Water Polo,Silver
M,30.0,180.0,73.0,FRA,2000 Summer,Table Tennis,Bronze
M,29.0,189.0,91.0,CAN,1996 Summer,Beach Volleyball,Bronze
F,29.0,170.0,60.0,GBR,2016 Summer,Athletics,Bronze
M,28.0,183.0,102.0,USA,1912 Summer,Athletics,Bronze
M,24.0,190.0,84.0,KAZ,2008 Summer,Taekwondo,Bronze
M,21.0,170.0,70.0,FRA,1920 Summer,Rugby,Silver
M,23.0,162.0,57.0,MGL,1968 Summer,Wrestling,Bronze
M,25.0,157.0,53.0,JPN,1992 Summer,Gymnastics,Bronze
F,19.0,155.0,53.0,KAZ,2012 Summer,Weightlifting,Gold
M,23.0,190.0,105.0,RUS,2004 Summer,Handball,Bronze
